text,username,time,image,location,engagement,label
"Red Tide #Update:  Blooms were detected in 11 samples: four in Pinellas County, four in Manatee County, and three in Sarasota County. Reports of fish kills and respiratory irritation suspected to be related to red tide were reported by beach goers.  Symptoms? Call 1-800-222-1222. . https   twitter com FloridaPoison status 1609248772076306434 video 1",FloridaPoison,2022-12-31,https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg,Manatee,120,
Red tides in Sarasota Bay are driving hundreds of sharks into the surrounding canals. 😬 . https   www wspa com news sharks cram into florida canals to avoid red tide experts say,SpinyDag,2021-07-27,https://pbs.twimg.com/profile_images/453268544411557888/Z312onQ1_normal.jpeg,Sarasota,171,
"Let’s🤞for 31 adult #redfish and over 2,000 smaller hatchlings released into Robinson Preserve in #Manatee County. #RedTide killed much of the fish population. It’ll take 16 months for the #fish to reach 18in, big enough to keep. $150,000 grant from @DukeEnergy @10NewsWTSP @MyFWC . https   twitter com IMascarenas status 1100450454335561728 photo 1",IMascarenas,2019-02-26,https://pbs.twimg.com/profile_images/3168324129/24f826fb7d326de5859a3529b083ec35_normal.jpeg,Manatee,37,
"RT @nikkifried: This is gross and may result in another round of Red Tide. We HAVE to do better with our water in Florida.

. https   www heraldtribune com story news local manatee 2021 03 30 wastewater piney point manatee county released into tampa bay 7053574002",Brox2bChuck,2021-03-30,https://pbs.twimg.com/profile_images/538411700211699712/N_7EelcV_normal.jpeg,Manatee,215,
"There's a HIGH risk of respiratory irritation from red tide at some beaches in Manatee and Pinellas Counties over the next 36 hours. Symptoms from red tide irritation present themselves in the form of coughing, sneezing, and watery eyes. 

#FLwx . https   twitter com NWSTampaBay status 1606273189662769155",FloridaStorms,2022-12-23,https://pbs.twimg.com/profile_images/1185062016328843264/1WIiOVgW_normal.jpg,Pinellas,2608,media
". @cca_florida @DukeEnergy @MyFWC are releasing 16,000 redfish along #Florida’s #GulfCoast to help with recovery from last year’s #RedTide. The effort started in #PascoCounty at #BrasherPark in #PortRichey. @BN9 . https   twitter com SarahBlazonis status 1092835934356283394 video 1",SarahBlazonis,2019-02-05,https://pbs.twimg.com/profile_images/1130170137825423362/pJlLng_P_normal.jpg,Pasco,23,media
Red Tide was visible offshore of Pinellas County this weekend. . https   www tampabay com news environment 2022 12 19 how long does red tide last florida 2022 fwc,TB_Times,2022-12-19,https://pbs.twimg.com/profile_images/1066713591246725120/wFmoB0Xs_normal.jpg,Pinellas,2992,media
@dat_BCB @CherylHirschi @ArtistGailS @marceelias Same! I fear for south FL’s beautiful beaches &amp; animals hurt by the red tides. As well as separate blue-green algae problems stemming from fertilizers leaking into Lake Okeechobee &amp; FL’s fresh waterways. I worry for FL’s  environment under DeStupid. . https   www vox com energy and environment 2018 8 30 17795892 red tide 2018 florida gulf sarasota sanibel okeechobee,ZolaClyde1,2018-11-11,https://pbs.twimg.com/profile_images/1472431137356193794/Rtwn5qpL_normal.jpg,Sarasota,441,
"The red tide advisory for all 16 Sarasota County beaches has been lifted after being put in place on Nov. 1, health officials announced. . https   www wtsp com article news local sarasotacounty red tide advisory lifted sarasota county beaches 67 59141273 4a30 4238 8ad3 605d819d05de",10TampaBay,2022-12-21,https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg,Sarasota,885,
"I've seen people refer to #HurricaneFlorence as Aunt Flo. Between this and Tampa Bay's red tide, I hope people can take time to realize that this is no time for juvenile humor. Period.. ",DrewOnTheRadio,2018-09-13,https://pbs.twimg.com/profile_images/1604831941718691840/KDrhpCq4_normal.jpg,Hillsborough,399,
"RT @DE_PeveetaP: It's a great day for a fish release! @DukeEnergy donated 16,000+ redfish that will be released on the west coast of #FL in the coming weeks following recent #redtide occurrence. Today's the 1st in #Pasco County. Thanks to partnership with @CCANational @MyFWClife! . https   twitter com DE_PeveetaP status 1092805811523465216 photo 1",DE_AnaGibbs,2019-02-05,https://pbs.twimg.com/profile_images/926542371562622976/3Wc8eWeI_normal.jpg,Pasco,3,other
"RT @CharlieCrist: Florida is facing two major crises right now: 

The fastest rising COVID cases in the country - 45,000 just this week. And Red Tide that's creating a disaster in Tampa Bay.

But @GovRonDeSantis isn't leading. He's out of state, running for President. Florida deserves better.. ",All435Reps,2021-07-18,https://pbs.twimg.com/profile_images/1124713248211783680/dISvFwue_normal.png,Hillsborough,433,other
RT @FriendEden100: Dead dolphins/manatees/turtles/800+tons of dead fish pile up on Florida’s shorelines in the states worst “red tide” algae bloom. Scientists warned Ron DeSantis this would happen if he dump nutrient-rich wastewater—contaminated by former fertilizer plant Piney Point into Tampa Bay . https   twitter com FriendEden100 status 1416362891251535873 photo 1,bobs9998,2021-07-17,https://pbs.twimg.com/profile_images/1308785565656023041/6f5N6F--_normal.jpg,Hillsborough,432,
This is an environmental disaster on Rick Scott’s watch. I promise to help clean it up as your next Governor. . https   www tampabay com news Red Tide arrives in Pinellas killing hundreds of thousands of fish_171618836,AndrewGillum,2018-09-09,https://pbs.twimg.com/profile_images/1163648192019390466/OkDFgmmq_normal.jpg,Pinellas,21477,
"Another ""red tide"" left 15 tons of dead fish on Tampa Bay’s shore, and experts warn of more destruction . https   www washingtonpost com nation 2021 07 12 red tide st petersburg dead fish",washingtonpost,2021-07-12,https://pbs.twimg.com/profile_images/1060271522319925257/fJKwJ0r2_normal.jpg,Pinellas,292,other
"Environmental groups join calls for Gov. Ron DeSantis to declare a state of emergency as Red Tide toll reaches 1,277 tons of dead sea life in Pinellas. . https   www tampabay com news environment 2021 07 19 environmentalists urge desantis to declare red tide emergency",TB_Times,2021-07-19,https://pbs.twimg.com/profile_images/1066713591246725120/wFmoB0Xs_normal.jpg,Pinellas,167,media
"Slowly but surely, red tide is making its way up the coast.  . https   www fox13news com news red tide detected near pasco county",FOX13News,2021-06-25,https://pbs.twimg.com/profile_images/1459177564178681893/Y3jxK1Xd_normal.jpg,Pasco,2,media
"#Sarasota to #Naples. This is absolutely insane! Businesses at #FortMyersBeach have told their employees to go home, parking lots are empty. Billions of dollars lost in tourism this summer. Thanks to #RedTideRick and #BigSugar.  

#RedTide #VoteBlue . https   twitter com altNOAA status 1025422859697643522 photo 1",altNOAA,2018-08-03,https://pbs.twimg.com/profile_images/824692083180986368/ghs8RK-P_normal.jpg,Sarasota,256,other
"JUST IN: Florida Gov. Ron DeSantis again refused to declare a state of emergency for Tampa Bay's ongoing red tide, despite pleas from the city of St. Petersburg, environmentalists and activists. . https   www axios com ron desantis tampa bay red tide state of emergency 334ecd4c 700c 4a1e 8f99 2495d22c84a9 html",axios,2021-07-21,https://pbs.twimg.com/profile_images/1250736366872395779/NVnHvjJ7_normal.jpg,Pinellas,1142,
"Pinellas County saw the brunt of Red Tide this week

Of the 30 samples statewide that had high levels, 18 were in and offshore of Pinellas, per @MyFWC 

More @TB_Times:
 . https   www tampabay com news environment 2022 12 14 red tide florida 2022 st pete beach pinellas tampa bay. https   twitter com MaxChesnes status 1603880222469799937 photo 1",MaxChesnes,2022-12-16,https://pbs.twimg.com/profile_images/1565022647829893121/osNHuVp6_normal.jpg,Pinellas,892,media
"Human-caused pollution ... from land can put nutrients into the water that Karenia brevis uses as food... Red Tide exists naturally in an offshore ecosystem ... once those blooms drift inshore, “they are capable of using manmade nutrients for their growth” . https   www tampabay com news environment 2022 12 14 red tide florida 2022 st pete beach pinellas tampa bay",floridafriends,2022-12-15,https://pbs.twimg.com/profile_images/1189630935597277184/tmYoU941_normal.jpg,Pinellas,160,other
"Cleanup crews with the city of St. Pete Beach cleared roughly 1,500 pounds of dead fish from the shoreline this weekend as a Red Tide bloom lingers offshore of Pinellas County. . https   www tampabay com news environment 2022 12 12 red tide florida 2022 pinellas county fish kills",FCVoters,2022-12-16,https://pbs.twimg.com/profile_images/1585294083089743878/DDoTnMQo_normal.jpg,Pinellas,515,
Hurricane Elsa caused an extremely low tide in Tampa Bay. At least 25-yards of sand at N. Shore Park in St. Petersburg where there’s normally water. Lots of dead fish too from red tide. @bn9weather @BN9 #Elsa . https   twitter com JoshRojasBN9 status 1412576715629633536 photo 1,JoshRojasBN9,2021-07-07,https://pbs.twimg.com/profile_images/611037751459336192/3fb34LRV_normal.jpg,Pinellas,145,
"Over the next 36 hours, @noaacoastalsci is forecasting a HIGH risk of respiratory irritation from Karenia brevis (red tide) at some beaches in MANATEE and PINELLAS counties. Conditions may vary. For latest updates at individual beaches, see . . https   go usa gov xMzx5. https   twitter com NWSTampaBay status 1603584514747502593 photo 1",NWSTampaBay,2022-12-16,https://pbs.twimg.com/profile_images/875684318441385984/xXJdcbmq_normal.jpg,Pinellas,8319,
"After weeks of calls for action on Red Tide and fresh off a trip to Texas, Gov. DeSantis visited St. Pete to assure Tampa Bay he's handling this crisis.

DeSantis said:
The Bay is getting better
State of Emergency not needed
Piney Point is not to blame

. https   www tampabay com news environment 2021 07 21 desantis proud of state response to red tide in tampa bay",scontorno,2021-07-21,https://pbs.twimg.com/profile_images/1441055559608848387/FpGwTpFZ_normal.jpg,Pinellas,96,
"In today’s @TB_Times paper: Toxic red tide blooms are lingering offshore of Tampa Bay

Here’s how they look from above:
 . https   www tampabay com news environment 2022 12 19 how long does red tide last florida 2022 fwc. https   twitter com MaxChesnes status 1605561706209484803 photo 1",MaxChesnes,2022-12-21,https://pbs.twimg.com/profile_images/1565022647829893121/osNHuVp6_normal.jpg,Hillsborough,1703,media
"@PaulFox13 “Our understanding of what controls formation of red tides are surprisingly scare and even more so are the research on the impacts of dispersants to red tides.”
07 August 2018
. https   utmsi utexas edu blog entry dispersants red tide",KrystynaPolask1,2022-12-27,https://pbs.twimg.com/profile_images/1629627298751078402/OMIn0GZH_normal.jpg,Pinellas,124,other
"#Redtide is again causing fish kills along Florida's Gulf coast. And as the fishery works to recover from last year's event, snook, red drum and spotted seatrout are all catch and release from Pasco County down to Collier County. . https   wusfnews wusf usf edu environment 2019 11 25 red tide affects gulf coast fishing through the holidays",wusf,2019-11-25,https://pbs.twimg.com/profile_images/882569215559028736/RMkZ8wkh_normal.jpg,Pasco,4,
"Red Tide Causing Fish Kills In Pinellas, Pasco And Hillsborough Counties -  #GoogleAlerts. https   wusfnews wusf usf edu environment 2021 07 02 red tide causing fish kills in pinellas pasco and hillsborough counties",FloridaIssues,2021-07-03,https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg,Pasco,3,
"Red Tide is affecting manatees
High levels of red tide are seen along Florida's gulf coast, primarily in the Tampa Bay, St. Petersburg and Sarasota areas.
Please report all sick and injured manatees to FWC at 1-888-404-3922. 
Please share this post to make others aware! . https   twitter com savethemanatee status 1418571796069163013 photo 1",savethemanatee,2021-07-23,https://pbs.twimg.com/profile_images/1554187475983163395/o9sy9Lcm_normal.png,Pinellas,93,
The latest samplings found very low levels of red tide on Longboat and Lido beaches. . https   www yourobserver com news 2022 dec 20 red tide status in sarasota manatee counties,ObserverGroup,2022-12-21,https://pbs.twimg.com/profile_images/1587865629293481984/bU0KfMnz_normal.jpg,Manatee,171,
"@HowardR32381226 @WhySharksMatter That's the hope. My productive winter spot is north of St. Pete, so I'm hoping for some good days. Last year was the worst trip in my memory bank.. ",DSiegel51,2022-12-15,https://pbs.twimg.com/profile_images/866693544366546944/aEmUZ4ua_normal.jpg,Pinellas,76,
"@NWSTampaBay Lots going on today. For Pinellas, marginal risk of severe T-storms today. Small Craft Advisory Fri. to Sat. mornings. Medium-high concentrations of Red Tide. Other than that, rather chilly: Sat. morning low 33; Sun. morning low 31. Mon. morning low 34. . https   twitter com PinellasEM status 1605985010728652800 photo 1",PinellasEM,2022-12-22,https://pbs.twimg.com/profile_images/1537439573671759872/BYs-pUiL_normal.jpg,Pinellas,167,gov
"For those planning on ringing in the new year with a trip to the beach, you may want to make sure red tide isn't present. ⬇ . https   www wtsp com article news health tampa bay area beaches nye red tide 67 b2e2f32a 9613 4484 8d6a 70ccd8426a6c",10TampaBay,2022-12-31,https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg,Hillsborough,2000,
Trump is visiting #Tampa today. Can someone please explain to him that #Florida's manatees are dying due to Rick Scott's lack-of policy that created this Red Tide. Manatees are Endangered and protected by the Endangered Species Act that Trump is trying to destroy.  #trumptampa . https   twitter com altNOAA status 1024366974514679808 photo 1,altNOAA,2018-07-31,https://pbs.twimg.com/profile_images/824692083180986368/ghs8RK-P_normal.jpg,Hillsborough,1260,other
"Just a stellar day yesterday kayaking #AnnaMariaIsland. So thankful the red tide is gone and our wildlife is back! Check out the videos on my feed that I posted yesterday. Saw dolphins, manatees, mullet, snook &amp; sheepshead. Love living the #FloridaLife!! #LoveFL ❤️❤️❤️ . https   twitter com JasonAdamsWFTS status 1106221042010345472 photo 1",JasonAdamsWFTS,2019-03-14,https://pbs.twimg.com/profile_images/1608667849362489345/7COmonVp_normal.jpg,Manatee,43,
Red tide advisory lifted for all Sarasota County beaches  . https   www wfla com news sarasota county red tide advisory lifted for all sarasota county beaches. https   twitter com WFLA status 1605685984661839880 photo 1,WFLA,2022-12-21,https://pbs.twimg.com/profile_images/1539812844660719616/2FlxM4l8_normal.jpg,Sarasota,1789,media
St. Petersburg's City Council asked Gov. Ron DeSantis to declare a state of emergency as Red Tide plagues the city. But will he after rebuking the mayor's call for help a day earlier? . https   www tampabay com news environment 2021 07 15 st petersburg council to desantis declare red tide emergency,TB_Times,2021-07-16,https://pbs.twimg.com/profile_images/1066713591246725120/wFmoB0Xs_normal.jpg,Pinellas,91,media
RT @GovRonDeSantis: My administration &amp; @FLDEPNews have committed more than $2 million to respond to red tide in Tampa Bay. Cleanup efforts are underway &amp; @MyFWC has enhanced monitoring efforts year-over-year by 165%.. ,mark_paloski,2021-07-18,https://pbs.twimg.com/profile_images/1298082860373553153/tWIl9PAn_normal.jpg,Hillsborough,311,
Hundreds gather along Anna Maria Island beach in demonstration against red tide . https   www bradenton com news local article216406735 html storylink rss,bradentonherald,2018-08-12,https://pbs.twimg.com/profile_images/1422199020395577348/BNoyXuoP_normal.jpg,Manatee,70,
St. Pete came out today to rally against red tide. Our community cannot and should not combat this crisis without state support. We call on @GovRonDeSantis to deploy resources and declare a state of emergency. . https   twitter com CharlieCrist status 1416454927778336774 photo 1,CharlieCrist,2021-07-17,https://pbs.twimg.com/profile_images/1551679634655379458/ox6XoGVL_normal.jpg,Pinellas,321,
Happy that the state’s red tide response has been in coordination with so many community leaders. . https   twitter com GovRonDeSantis status 1418210953137590275 video 1,GovRonDeSantis,2021-07-25,https://pbs.twimg.com/profile_images/1620515880856584192/v0rmmdSi_normal.jpg,Hillsborough,2050,
"Red Tide #Update:  Blooms were detected in 11 samples: four in Pinellas County, four in Manatee County, and three in Sarasota County. Reports of fish kills and respiratory irritation suspected to be related to red tide were reported by beach goers.  Symptoms? Call 1-800-222-1222. . https   twitter com FloridaPoison status 1608931305110077440 video 1",FloridaPoison,2022-12-30,https://pbs.twimg.com/profile_images/798194714281316352/nEcHrPCl_normal.jpg,Manatee,114,
"After eight long years under Rick Scott where the corporate polluters ran roughshod over our clean water, air, and natural resources, I promise to fight this disastrous red tide that is choking our state. Today, I'm in Sarasota today to talk about my plan. . https   twitter com AndrewGillum status 1047182624857513986 photo 1",AndrewGillum,2018-10-02,https://pbs.twimg.com/profile_images/1163648192019390466/OkDFgmmq_normal.jpg,Sarasota,1407,
"“Tampa Bay is really sick right now, really extraordinarily bad. Conditions that we haven’t seen in decades.”

We have a climate + environmental crisis- this is a justice issue. Action is past-due so we must act now.  . https   www tampabay com news environment 2021 07 09 st petersburg cleans up 9 tons of dead fish in 24 hours due to red tide elsa",micheleforfl,2021-07-09,https://pbs.twimg.com/profile_images/1621347105427136514/q2WVUG4D_normal.jpg,Pinellas,99,gov
"Red Tide blooms can cause mild and short-lived respiratory symptoms such as eye, nose, and throat irritation. . https   www mysuncoast com 2022 12 28 red tide advisory issued sarasota county beaches",mysuncoast,2022-12-28,https://pbs.twimg.com/profile_images/1012040604619034624/Rcn4ySrr_normal.jpg,Sarasota,1192,
"About 2,000 juvenile redfish were released. Upcoming releases will take place in #Hillsborough, #Pinellas, #Sarasota, #Charlotte, #Lee, #Collier, and #Manatee Counties. @BN9 . https   twitter com SarahBlazonis status 1092838686868365312 video 1",SarahBlazonis,2019-02-05,https://pbs.twimg.com/profile_images/1130170137825423362/pJlLng_P_normal.jpg,Pasco,12,media
"Dead fish are covering the shores of Tampa due to a deadly algae bloom, known as a “red tide,” which is turning the water toxic. The devastating trail now stretches for about 100 miles off Florida’s Gulf Coast. . https   twitter com CBSEveningNews status 1419792690368192512 video 1",CBSEveningNews,2021-07-26,https://pbs.twimg.com/profile_images/1564353025245958147/3HhdTHUz_normal.png,Hillsborough,587,media
A new advisory from Nokomis to Longboat Key comes just a week after receding levels of red tide prompted an end to a monthlong advisory. . https   www yourobserver com news 2022 dec 28 health department posts red tide advisories from nokomis to longboat key,ObserverGroup,2022-12-29,https://pbs.twimg.com/profile_images/1587865629293481984/bU0KfMnz_normal.jpg,Manatee,158,
"Calusa Waterkeeper . 12h  · 
The whitish wrack lines represents thousands of dead fish from red tide toxins. Occurring from Sanibel to Sarasota. Photos courtesy of Ralph Arwood 8-21-21. This red tide event comes on the heels of the 2018-2019 event with no end in sight. . https   twitter com LindaBr67589020 status 1429403969827360773 photo 1",LindaBr67589020,2021-08-22,https://pbs.twimg.com/profile_images/1110199155757121539/IFrYBsEr_normal.png,Sarasota,125,
Latest red tide map shows bloom stretches along length of Pinellas County . https   on wtsp com 2xkIZqU,10TampaBay,2018-09-14,https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg,Pasco,3,
"While FWC says red tide blooms are detected off the coast of Pasco, including the popular spot of Anclote Key, it’s not affecting scalloping much at all. @TimWronka went there to see how it's going. . https   www baynews9 com fl tampa news 2021 07 20 despite red tide concerns  scalloping is back in pasco county",BN9,2021-07-20,https://pbs.twimg.com/profile_images/912176447036502017/BBeoQTuF_normal.jpg,Pasco,10,media
"RT @washingtonpost: Another ""red tide"" left 15 tons of dead fish on Tampa Bay’s shore, and experts warn of more destruction . https   www washingtonpost com nation 2021 07 12 red tide st petersburg dead fish",VernellGordon,2021-07-12,https://pbs.twimg.com/profile_images/1582221929045495809/el214pUc_normal.jpg,Pinellas,110,
"RT @JerryW_Torres: Dead fish, murky water, and respiratory disease: the Red Tide is here, and it’s no joke.
#redtide #sarasota #florida 
. https   www google com amp s www wtsp com amp article news red tide red tide florida map 67 41a4d8cc 8f40 4b2c 818e 38429728c44c",ohnonotagn,2021-10-15,https://pbs.twimg.com/profile_images/1574945276304842752/iivxE1t7_normal.jpg,Sarasota,186,
In St. Pete this morning meeting with business owners and scientists about the economic and health impacts of the continuing red tide off of Pinellas' beaches. . https   twitter com SenBillNelson status 1052581857378865153 photo 1,SenBillNelson,2018-10-17,https://pbs.twimg.com/profile_images/1394719231606988801/9XhY5ive_normal.jpg,Pinellas,361,
"You know why I’m right so damn often. Because I’ve seen it all before. 

When you pump dangerous amounts of contaminated water from Piney Point into Tampa Bay to prevent a catastrophe you’re gonna create another one. 

Pissed off yet?? I Am!! 

. https   www washingtonpost com nation 2021 07 12 red tide st petersburg dead fish",ErinBrockovich,2021-07-13,https://pbs.twimg.com/profile_images/575771265916518401/01PptHrC_normal.jpeg,Pinellas,1455,
"The Red Tide assaulting our beaches has reached the Tampa Bay area, leaving hundreds of thousands of dead fish in its wake. Instead of gutting critical water and environmental protections, we must do everything we can to protect the lifeblood of our state. . https   www tampabay com news Red Tide arrives in Pinellas killing hundreds of thousands of fish_171618836",NelsonForSenate,2018-09-10,https://pbs.twimg.com/profile_images/985975594340044801/zYHfb06-_normal.jpg,Hillsborough,880,
"RT @GWaldenWFTV: With the #RedTide along SW #Florida at emergency levels, I want to share how these #algaeblooms develop, and why they’re so harmful. #WFTV #Bradenton #FLwx #FLEnvironment #kbrevis #brevetoxin . https   twitter com GWaldenWFTV status 1029863965361364992 video 1",WFTVWeather,2018-08-15,https://pbs.twimg.com/profile_images/930936879251443712/Rowmin8s_normal.jpg,Manatee,258,
"In Manatee County, @GovRonDeSantis says ""primary concern"" of #PineyPoint situation is excess nutrients of nitrogen and phosphorus. 

Nutrient loading of these can cause toxic red tide and blue-green algae blooms . https   twitter com MaxChesnes status 1378725818113916935 photo 1",MaxChesnes,2021-04-04,https://pbs.twimg.com/profile_images/1565022647829893121/osNHuVp6_normal.jpg,Manatee,40,media
@biden_ever's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.: My administration &amp; @FLDEPNews have committed more than $2 million to respond to red tide in Tampa Bay. Cleanup efforts are underway &amp; @MyFWC has enhanced monitoring efforts year-over-year by 165%.. ,biden_ever,2021-07-19,,Hillsborough,311,other
"It goes on and on and on... dead fish and smell, Boca Ciega Bay, St. Pete Beach. Red Tide Blues. @TB_Times #redtide #fishkill #environment . https   twitter com SKeelerTimes status 1057273547838681089 photo 1",SKeelerTimes,2018-10-30,https://pbs.twimg.com/profile_images/1232520706291838976/JoKFn6g6_normal.jpg,Pinellas,83,other
"RT @AndrewGillum: After eight long years under Rick Scott where the corporate polluters ran roughshod over our clean water, air, and natural resources, I promise to fight this disastrous red tide that is choking our state. Today, I'm in Sarasota today to talk about my plan. . https   twitter com AndrewGillum status 1047182624857513986 photo 1",ConnieMessina,2018-10-02,https://pbs.twimg.com/profile_images/1532208452747120640/RwW2FhX0_normal.jpg,Sarasota,323,
This little guy was just released off Coquina Beach after being treated for red tide sickness. Story to come. 🐢 . https   twitter com mannahhorse status 1017077807518797824 video 1,mannahhorse,2018-07-11,https://pbs.twimg.com/profile_images/1402263891594317826/NzFiwvcZ_normal.jpg,Manatee,38,
